,Path,z
424,./spec_forgelato/v1/specgelato_SPEC604.fits,0.10444
425,./spec_forgelato/v1/specgelato_SPEC605.fits,0.29263
426,./spec_forgelato/v1/specgelato_SPEC606.fits,0.43747
427,./spec_forgelato/v1/specgelato_SPEC608.fits,0.60245
428,./spec_forgelato/v1/specgelato_SPEC609.fits,0.16849
429,./spec_forgelato/v1/specgelato_SPEC610.fits,0.43718
430,./spec_forgelato/v1/specgelato_SPEC611.fits,0.43621
431,./spec_forgelato/v1/specgelato_SPEC612.fits,0.7212
432,./spec_forgelato/v1/specgelato_SPEC613.fits,0.77316
433,./spec_forgelato/v1/specgelato_SPEC617.fits,0.3636
434,./spec_forgelato/v1/specgelato_SPEC618.fits,0.3636
435,./spec_forgelato/v1/specgelato_SPEC620.fits,0.37458
436,./spec_forgelato/v1/specgelato_SPEC621.fits,0.58712
437,./spec_forgelato/v1/specgelato_SPEC622.fits,0.68868
438,./spec_forgelato/v1/specgelato_SPEC623.fits,0.68768
439,./spec_forgelato/v1/specgelato_SPEC624.fits,0.58173
440,./spec_forgelato/v1/specgelato_SPEC625.fits,0.64995
441,./spec_forgelato/v1/specgelato_SPEC626.fits,0.2483
442,./spec_forgelato/v1/specgelato_SPEC627.fits,0.95893
443,./spec_forgelato/v1/specgelato_SPEC628.fits,0.47571
444,./spec_forgelato/v1/specgelato_SPEC629.fits,0.50187
445,./spec_forgelato/v1/specgelato_SPEC630.fits,0.18625
446,./spec_forgelato/v1/specgelato_SPEC631.fits,0.82422
447,./spec_forgelato/v1/specgelato_SPEC632.fits,0.366
448,./spec_forgelato/v1/specgelato_SPEC633.fits,0.6874
449,./spec_forgelato/v1/specgelato_SPEC634.fits,0.64627
450,./spec_forgelato/v1/specgelato_SPEC635.fits,0.68197
451,./spec_forgelato/v1/specgelato_SPEC636.fits,0.50302
452,./spec_forgelato/v1/specgelato_SPEC637.fits,0.68906
453,./spec_forgelato/v1/specgelato_SPEC638.fits,0.41489
454,./spec_forgelato/v1/specgelato_SPEC639.fits,1.2196
455,./spec_forgelato/v1/specgelato_SPEC640.fits,0.2547
456,./spec_forgelato/v1/specgelato_SPEC641.fits,0.295
457,./spec_forgelato/v1/specgelato_SPEC642.fits,0.49269
458,./spec_forgelato/v1/specgelato_SPEC643.fits,0.16907
459,./spec_forgelato/v1/specgelato_SPEC644.fits,0.43582
460,./spec_forgelato/v1/specgelato_SPEC645.fits,0.11732
461,./spec_forgelato/v1/specgelato_SPEC646.fits,0.34536
462,./spec_forgelato/v1/specgelato_SPEC647.fits,0.10485
463,./spec_forgelato/v1/specgelato_SPEC648.fits,0.63011
464,./spec_forgelato/v1/specgelato_SPEC649.fits,0.4087
465,./spec_forgelato/v1/specgelato_SPEC650.fits,0.07495
466,./spec_forgelato/v1/specgelato_SPEC651.fits,0.5205
467,./spec_forgelato/v1/specgelato_SPEC652.fits,0.6442
468,./spec_forgelato/v1/specgelato_SPEC653.fits,0.27295
469,./spec_forgelato/v1/specgelato_SPEC654.fits,0.44743
470,./spec_forgelato/v1/specgelato_SPEC655.fits,0.11603
471,./spec_forgelato/v1/specgelato_SPEC656.fits,0.44692
472,./spec_forgelato/v1/specgelato_SPEC657.fits,0.12998
473,./spec_forgelato/v1/specgelato_SPEC658.fits,0.43422
474,./spec_forgelato/v1/specgelato_SPEC659.fits,0.19913
475,./spec_forgelato/v1/specgelato_SPEC660.fits,0.40757
476,./spec_forgelato/v1/specgelato_SPEC661.fits,0.24836
477,./spec_forgelato/v1/specgelato_SPEC662.fits,0.77476
478,./spec_forgelato/v1/specgelato_SPEC663.fits,0.39036
479,./spec_forgelato/v1/specgelato_SPEC664.fits,0.39147
480,./spec_forgelato/v1/specgelato_SPEC667.fits,0.60166
481,./spec_forgelato/v1/specgelato_SPEC668.fits,0.41463
482,./spec_forgelato/v1/specgelato_SPEC669.fits,0.62999
483,./spec_forgelato/v1/specgelato_SPEC670.fits,0.44652
484,./spec_forgelato/v1/specgelato_SPEC671.fits,0.67433
485,./spec_forgelato/v1/specgelato_SPEC672.fits,0.39123
486,./spec_forgelato/v1/specgelato_SPEC673.fits,0.39478
487,./spec_forgelato/v1/specgelato_SPEC674.fits,0.11633
488,./spec_forgelato/v1/specgelato_SPEC675.fits,0.11623
489,./spec_forgelato/v1/specgelato_SPEC676.fits,0.60285
490,./spec_forgelato/v1/specgelato_SPEC677.fits,0.29465
491,./spec_forgelato/v1/specgelato_SPEC678.fits,0.11746
492,./spec_forgelato/v1/specgelato_SPEC679.fits,0.29266
493,./spec_forgelato/v1/specgelato_SPEC680.fits,0.11622
494,./spec_forgelato/v1/specgelato_SPEC681.fits,0.29088
495,./spec_forgelato/v1/specgelato_SPEC682.fits,0.29135
496,./spec_forgelato/v1/specgelato_SPEC683.fits,0.68454
497,./spec_forgelato/v1/specgelato_SPEC684.fits,0.49262
498,./spec_forgelato/v1/specgelato_SPEC685.fits,0.62798
499,./spec_forgelato/v1/specgelato_SPEC686.fits,0.39094
500,./spec_forgelato/v1/specgelato_SPEC687.fits,0.34425
501,./spec_forgelato/v1/specgelato_SPEC689.fits,0.46661
502,./spec_forgelato/v1/specgelato_SPEC690.fits,0.72521
503,./spec_forgelato/v1/specgelato_SPEC691.fits,0.09462
504,./spec_forgelato/v1/specgelato_SPEC692.fits,0.77813
505,./spec_forgelato/v1/specgelato_SPEC693.fits,0.36256
506,./spec_forgelato/v1/specgelato_SPEC694.fits,0.36311
507,./spec_forgelato/v1/specgelato_SPEC695.fits,0.46731
508,./spec_forgelato/v1/specgelato_SPEC696.fits,0.28962
509,./spec_forgelato/v1/specgelato_SPEC697.fits,0.39393
510,./spec_forgelato/v1/specgelato_SPEC698.fits,0.07467
511,./spec_forgelato/v1/specgelato_SPEC699.fits,0.2042
512,./spec_forgelato/v1/specgelato_SPEC700.fits,0.07505
513,./spec_forgelato/v1/specgelato_SPEC701.fits,0.32435
514,./spec_forgelato/v1/specgelato_SPEC702.fits,0.29309
515,./spec_forgelato/v1/specgelato_SPEC703.fits,0.55979
516,./spec_forgelato/v1/specgelato_SPEC704.fits,0.20401
517,./spec_forgelato/v1/specgelato_SPEC705.fits,0.55579
518,./spec_forgelato/v1/specgelato_SPEC706.fits,0.36214
519,./spec_forgelato/v1/specgelato_SPEC707.fits,0.29225
520,./spec_forgelato/v1/specgelato_SPEC708.fits,0.56189
521,./spec_forgelato/v1/specgelato_SPEC710.fits,0.77892
522,./spec_forgelato/v1/specgelato_SPEC711.fits,0.56112
523,./spec_forgelato/v1/specgelato_SPEC713.fits,0.55535
524,./spec_forgelato/v1/specgelato_SPEC714.fits,2.41534
525,./spec_forgelato/v1/specgelato_SPEC715.fits,0.55977
526,./spec_forgelato/v1/specgelato_SPEC716.fits,0.43701
527,./spec_forgelato/v1/specgelato_SPEC717.fits,0.91643
528,./spec_forgelato/v1/specgelato_SPEC718.fits,0.43955
529,./spec_forgelato/v1/specgelato_SPEC719.fits,0.26502
530,./spec_forgelato/v1/specgelato_SPEC720.fits,0.43606
531,./spec_forgelato/v1/specgelato_SPEC721.fits,0.62972
532,./spec_forgelato/v1/specgelato_SPEC722.fits,1.2105
533,./spec_forgelato/v1/specgelato_SPEC723.fits,0.23031
534,./spec_forgelato/v1/specgelato_SPEC724.fits,0.23168
535,./spec_forgelato/v1/specgelato_SPEC725.fits,0.2301
536,./spec_forgelato/v1/specgelato_SPEC726.fits,0.53829
537,./spec_forgelato/v1/specgelato_SPEC727.fits,0.2306
538,./spec_forgelato/v1/specgelato_SPEC728.fits,0.43742
539,./spec_forgelato/v1/specgelato_SPEC729.fits,0.43187
540,./spec_forgelato/v1/specgelato_SPEC730.fits,0.55034
541,./spec_forgelato/v1/specgelato_SPEC731.fits,0.54998
542,./spec_forgelato/v1/specgelato_SPEC732.fits,0.16176
543,./spec_forgelato/v1/specgelato_SPEC733.fits,0.19553
544,./spec_forgelato/v1/specgelato_SPEC734.fits,0.23012
545,./spec_forgelato/v1/specgelato_SPEC735.fits,0.36169
546,./spec_forgelato/v1/specgelato_SPEC736.fits,0.55777
547,./spec_forgelato/v1/specgelato_SPEC737.fits,0.52001
548,./spec_forgelato/v1/specgelato_SPEC738.fits,0.56044
