      id  redshift  galex.FUV          galex.FUV_err  galex.NUV          galex.NUV_err   sdss.up             sdss.up_err   sdss.gp             sdss.gp_err   sdss.rp             sdss.rp_err   sdss.ip            sdss.ip_err  vista.vircam.Z     vista.vircam.Z_err  vista.vircam.Y     vista.vircam.Y_err  vista.vircam.J     vista.vircam.J_err  vista.vircam.H     vista.vircam.H_err  vista.vircam.Ks    vista.vircam.Ks_err 
 SPEC609     0.168   0.008709   0.003429424996992936   0.009931   0.003189546771878412  0.003744   0.0005435175802124527  0.006883   0.0006986822525297177  0.009664    0.000974579375936101  0.011488  0.0012505108716040815        0.012939  0.0014130821667546443        0.014131  0.0018106008974923214        0.016678  0.0019534190129104406        0.017544   0.002784270705229648         0.019332  0.0028928128594846916 
 SPEC612     0.721   0.008709   0.003429424996992936   0.009931   0.003189546771878412  0.002852  0.00048720020525447235  0.002392  0.00026716594094307756  0.004401   0.0004575073879184904  0.006839  0.0008436558599334208         0.01001   0.001148464191866686        0.009435  0.0014690365039712254        0.011216  0.0015093331507655958        0.013097  0.0025149399774149683         0.018607  0.0028320362797817403 
 SPEC613     0.773   0.008709   0.003429424996992936   0.009931   0.003189546771878412  0.002061   0.0004508638486283858  0.002454  0.00027449983606552485  0.004666   0.0004843713038568656  0.008222  0.0009680567338746217        0.011426  0.0012804759896226092        0.016319    0.00200159401727723        0.020691  0.0023184673407231774        0.021976   0.003128733731080355         0.033738   0.004036481443039221 
 SPEC644     0.436   0.011225   0.004059286544455811    0.02034   0.004755897076262269   0.00197   0.0004369313447213418  0.001948  0.00022672238530855308  0.005019   0.0005167519811282778  0.008498  0.0010090074528961617        0.010017   0.001216348177949061         0.01173  0.0017163735024754957        0.017438  0.0020101836831493782        0.018233   0.002784104683735868         0.023169   0.003309349575067584 
 SPEC647     0.105   0.006476   0.003152239007435826   0.005489  0.0023004450026027573  0.008193   0.0009455350284362817  0.015361   0.0015406255904664183  0.019583   0.0019620346301734842   0.02383  0.0024283282315206074         0.02542  0.0025696575647350373        0.027858  0.0029369340544179745        0.027926  0.0028892379202827864        0.029992   0.003426976019758528         0.029959  0.0035268594825992147 
 SPEC651      0.52   0.006476   0.003152239007435826   0.005489  0.0023004450026027573  0.001957   0.0004907122272778619   0.00171  0.00020890428430264422  0.004632  0.00048003149896647405  0.006811  0.0008343987116480946        0.008433  0.0009286958005719633         0.00943  0.0012142792100666138         0.01147   0.001308147545195113        0.015009   0.002070997298404805         0.015385   0.002197440158457108 
 SPEC653     0.273   0.007852   0.003361978590056754    0.00608  0.0023529116005494128  0.007209   0.0008535489499729937   0.01207   0.0012139806423497866  0.021626    0.002167126844464809   0.02656   0.002709149682095842        0.034179   0.003447135681982942        0.033696  0.0035134355209680453         0.04249  0.0043266450050818825        0.042459  0.0046598354917314405         0.050333  0.0054261254952313815 
 SPEC683     0.685   0.011159   0.003748929688591132   0.027838   0.004965690932790723  0.001475  0.00041602554008137534   0.00266  0.00029140521615098107  0.005673   0.0005813418013526983  0.010476  0.0011595148813189073        0.011921   0.001288496569650071        0.012801  0.0018060265806460326        0.019562   0.002211728382962067        0.021524  0.0030578439724747238         0.034569   0.004210055416499883 
 SPEC684     0.493   0.011159   0.003748929688591132   0.027838   0.004965690932790723  0.001434   0.0004504359665923671  0.002283   0.0002525567065037078  0.006946   0.0007029460576744136  0.010553  0.0011422027359448935        0.013376   0.001485860949079691         0.01733  0.0020710492509836654        0.018619   0.002063248072821104        0.023266  0.0029830783697382137         0.028382  0.0035158219863923716 
 SPEC726     0.538   0.016322  0.0049177634998035435   0.018455   0.004085571594036751  0.000635  0.00045148781821883083  0.000676  0.00014741356789658137  0.004996   0.0005180435888996215   0.01025  0.0011516292806281023        0.013854   0.001462312264873683        0.018322  0.0020680033462255327        0.028383  0.0029432614375892604        0.039078   0.004290790701024696          0.05088   0.005446017627588072 
 SPEC732     0.162   0.015692   0.004884901702183986   0.010869  0.0030436820809670645   0.01999   0.0020241356179861074  0.034286    0.003430734463638945    0.0464    0.004641848877333255  0.053601   0.005383184560276566        0.060146   0.006034526755264244        0.063855   0.006463948193635218        0.067916   0.006841524359380738        0.076684   0.007893588699698003         0.074121   0.007694109591759141 
 SPEC733     0.196   0.011013   0.004040965935268448   0.007556   0.002863490066335136  0.006085   0.0007616011095054945  0.014161   0.0014210078148975817  0.028048    0.002807452054799868  0.039532  0.0039877771051050484        0.048965   0.004911378243426178        0.057612  0.0058372207804742145        0.073865    0.00742580307104895        0.094991   0.009665172363181115         0.090527    0.00925035033336576 
 SPEC734      0.23    0.05561     0.0096511794615995   0.921759     0.0941948987196759  0.005131    0.000664981661401275  0.012202   0.0012265859285023615   0.02602    0.002604496112494699  0.036239   0.003657550575180062        0.047212   0.004735288210869534        0.053527  0.0054278354147855295        0.070059   0.007043107539289742        0.088349   0.008994522055673663         0.085755   0.008763814765842554 
 SPEC735     0.362   0.022658   0.006225002300401182   0.030879    0.00900216987231412  0.001204  0.00039290222702346696  0.011294    0.001136518086085743  0.046819    0.004683788702535587  0.073687   0.007386674806027406         0.10304   0.010311004606729648        0.126189   0.012653788294815116        0.157608   0.015779113303351366         0.21832   0.021902345536494488         0.232103   0.023288264042001933 
 SPEC736     0.558    0.05561     0.0096511794615995   0.921759     0.0941948987196759  0.001954   0.0004869262367135293  0.002162  0.00025648867421389194   0.00451   0.0004693623333843482  0.004377  0.0006607619011414021        0.007443  0.0008459234539838696        0.009944  0.0012901609822033838        0.010314  0.0012364909866230324        0.007103  0.0017250246635917993         0.011187  0.0020059199111629555 
 SPEC737      0.52   0.011013   0.004040965935268448   0.007556   0.002863490066335136  0.001446   0.0004669530597394132   0.00247  0.00027504545078950134  0.007068   0.0007179430618092218  0.011917  0.0012869906332215477        0.017407   0.001784073286050772         0.02546   0.002668429688037517        0.030801   0.003149809043418347        0.042344   0.004503698409085582         0.049136   0.005163221955329831 
